#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
10,Sat Jun 19 20:23:42 EDT 2021,29,0,Exceptions,AbstractBoundedShape AbstractLocatable SceneControllerApproachButtonProperty SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerSayButtonProperty TaggedBoundedShape TaggedLocatable ,AssertingBridgeSceneDynamics ,CheckedImpossibleAngle+ TaggedImpossibleAngle+ TaggedLegs+ TaggedRestrictedLine+ ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation WaitingAvatars ,8,0,true,CheckedImpossibleAngle TaggedImpossibleAngle TaggedLegs TaggedRestrictedLine ,,,CheckedImpossibleAngle-(0.0/5.0) TaggedImpossibleAngle-(0.0/0.0) TaggedLegs-(0.0/0.0) TaggedRestrictedLine-(0.0/0.0) ,,
11,Sat Jun 19 20:29:40 EDT 2021,36,7,Exceptions,AbstractBoundedShape AbstractLocatable CheckedImpossibleAngle+ SceneControllerApproachButtonProperty SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerSayButtonProperty TaggedBoundedShape TaggedImpossibleAngle+ TaggedLegs+ TaggedLocatable ,AssertingBridgeSceneDynamics ,TaggedRestrictedLine ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation WaitingAvatars ,9,0,true,CheckedImpossibleAngle TaggedImpossibleAngle TaggedLegs TaggedRestrictedLine ,,,CheckedImpossibleAngle-(5.0/5.0) TaggedImpossibleAngle-(0.0/0.0) TaggedLegs-(0.0/0.0) TaggedRestrictedLine-(0.0/0.0) ,,
12,Sat Jun 19 21:15:42 EDT 2021,37,6,Exceptions,AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist+ BridgeSceneSingletonFromFactory+ CheckedImpossibleAngle SceneControllerApproachButtonProperty SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerSayButtonProperty TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine+ ,AssertingBridgeSceneDynamics , ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars SceneControllerButtonDynamics SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation WaitingAvatars ,10,0,true,ArthurIsNotAContortionist CheckedImpossibleAngle TaggedImpossibleAngle TaggedLegs TaggedRestrictedLine ,BridgeSceneSingletonFromFactory ,ArthurIsNotAContortionist ,ArthurIsNotAContortionist-(10.0/10.0) CheckedImpossibleAngle-(5.0/5.0) TaggedImpossibleAngle-(0.0/0.0) TaggedLegs-(0.0/0.0) TaggedRestrictedLine-(0.0/0.0) ,,
13,Sat Jun 19 21:15:56 EDT 2021,41,4,SceneControllerButtons,AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist BridgeSceneSingletonFromFactory CheckedImpossibleAngle SceneControllerApproachButtonProperty SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled+ SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory+ TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine ,AssertingBridgeSceneDynamics ,SceneControllerButtonDynamics+ SceneControllerISAPropertyChangeListener+ SceneControllerRegistersAsPropertyChangeListener+ ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation WaitingAvatars ,10,1,true,BridgeSceneSingletonFromFactory SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory ,TaggedLocatable ,,BridgeSceneSingletonFromFactory-(2.0/2.0) SceneControllerApproachButtonProperty-(2.0/2.0) SceneControllerButtonDynamics-(0.0/24.0) SceneControllerCallsApproach-(2.0/2.0) SceneControllerCallsFailed-(2.0/2.0) SceneControllerCallsPassed-(2.0/2.0) SceneControllerCallsSay-(2.0/2.0) SceneControllerCallsSetEnabled-(2.0/2.0) SceneControllerISAPropertyChangeListener-(0.0/2.0) SceneControllerISAnActionListener-(2.0/2.0) SceneControllerPassedButtonProperty-(2.0/2.0) SceneControllerRegistersAsActionListener-(2.0/2.0) SceneControllerRegistersAsPropertyChangeListener-(0.0/2.0) SceneControllerSayButtonProperty-(2.0/2.0) SceneControllerSingletonFromFactory-(2.0/2.0) ,,
14,Sat Jun 19 21:58:39 EDT 2021,41,0,SceneControllerButtons,AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist BridgeSceneSingletonFromFactory CheckedImpossibleAngle SceneControllerApproachButtonProperty SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine ,AssertingBridgeSceneDynamics ,SceneControllerButtonDynamics SceneControllerISAPropertyChangeListener SceneControllerRegistersAsPropertyChangeListener ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation WaitingAvatars ,11,0,true,BridgeSceneSingletonFromFactory SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory ,TaggedLocatable ,,BridgeSceneSingletonFromFactory-(2.0/2.0) SceneControllerApproachButtonProperty-(2.0/2.0) SceneControllerButtonDynamics-(0.0/24.0) SceneControllerCallsApproach-(2.0/2.0) SceneControllerCallsFailed-(2.0/2.0) SceneControllerCallsPassed-(2.0/2.0) SceneControllerCallsSay-(2.0/2.0) SceneControllerCallsSetEnabled-(2.0/2.0) SceneControllerISAPropertyChangeListener-(0.0/2.0) SceneControllerISAnActionListener-(2.0/2.0) SceneControllerPassedButtonProperty-(2.0/2.0) SceneControllerRegistersAsActionListener-(2.0/2.0) SceneControllerRegistersAsPropertyChangeListener-(0.0/2.0) SceneControllerSayButtonProperty-(2.0/2.0) SceneControllerSingletonFromFactory-(2.0/2.0) ,,
15,Sat Jun 19 23:33:46 EDT 2021,43,2,AsyncAnimation,AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AsyncGalahadAnimation+ BridgeSceneSingletonFromFactory CheckedImpossibleAngle SceneControllerApproachButtonProperty SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine ,AssertingBridgeSceneDynamics AsyncArthurAnimation+ AsyncLancelotAnimation+ AsyncRobinAnimation+ ,SceneControllerButtonDynamics SceneControllerISAPropertyChangeListener SceneControllerRegistersAsPropertyChangeListener ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation WaitingAvatars ,12,0,true,AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation ,,,AsyncArthurAnimation-(8.8/12.5) AsyncGalahadAnimation-(12.5/12.5) AsyncLancelotAnimation-(8.8/12.5) AsyncRobinAnimation-(8.8/12.5) ,,
16,Sat Jun 19 23:39:00 EDT 2021,41,-2,AsyncAnimation,AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist BridgeSceneSingletonFromFactory CheckedImpossibleAngle SceneControllerApproachButtonProperty SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine ,AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation- AsyncLancelotAnimation AsyncRobinAnimation ,SceneControllerButtonDynamics SceneControllerISAPropertyChangeListener SceneControllerRegistersAsPropertyChangeListener ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation WaitingAvatars ,13,0,true,AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation ,,,AsyncArthurAnimation-(8.8/12.5) AsyncGalahadAnimation-(8.8/12.5) AsyncLancelotAnimation-(8.8/12.5) AsyncRobinAnimation-(8.8/12.5) ,,
17,Sat Jun 19 23:41:17 EDT 2021,45,4,AsyncAnimation,AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AsyncGalahadAnimation+ AsyncRobinAnimation+ BridgeSceneSingletonFromFactory CheckedImpossibleAngle SceneControllerApproachButtonProperty SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine ,AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncLancelotAnimation ,SceneControllerButtonDynamics SceneControllerISAPropertyChangeListener SceneControllerRegistersAsPropertyChangeListener ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation WaitingAvatars ,14,0,true,AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation ,,,AsyncArthurAnimation-(8.8/12.5) AsyncGalahadAnimation-(12.5/12.5) AsyncLancelotAnimation-(8.8/12.5) AsyncRobinAnimation-(12.5/12.5) ,,
18,Sat Jun 19 23:42:29 EDT 2021,49,4,AsyncAnimation,AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AsyncArthurAnimation+ AsyncGalahadAnimation AsyncLancelotAnimation+ AsyncRobinAnimation BridgeSceneSingletonFromFactory CheckedImpossibleAngle SceneControllerApproachButtonProperty SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine ,AssertingBridgeSceneDynamics ,SceneControllerButtonDynamics SceneControllerISAPropertyChangeListener SceneControllerRegistersAsPropertyChangeListener ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation WaitingAvatars ,15,0,true,AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation ,,,AsyncArthurAnimation-(12.5/12.5) AsyncGalahadAnimation-(12.5/12.5) AsyncLancelotAnimation-(12.5/12.5) AsyncRobinAnimation-(12.5/12.5) ,,
19,Sat Jun 19 23:45:03 EDT 2021,49,0,SceneControllerButtons,AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory CheckedImpossibleAngle SceneControllerApproachButtonProperty SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine ,AssertingBridgeSceneDynamics ,SceneControllerButtonDynamics SceneControllerISAPropertyChangeListener SceneControllerRegistersAsPropertyChangeListener ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation WaitingAvatars ,16,0,true,BridgeSceneSingletonFromFactory SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory ,TaggedLocatable ,,BridgeSceneSingletonFromFactory-(2.0/2.0) SceneControllerApproachButtonProperty-(2.0/2.0) SceneControllerButtonDynamics-(0.0/24.0) SceneControllerCallsApproach-(2.0/2.0) SceneControllerCallsFailed-(2.0/2.0) SceneControllerCallsPassed-(2.0/2.0) SceneControllerCallsSay-(2.0/2.0) SceneControllerCallsSetEnabled-(2.0/2.0) SceneControllerISAPropertyChangeListener-(0.0/2.0) SceneControllerISAnActionListener-(2.0/2.0) SceneControllerPassedButtonProperty-(2.0/2.0) SceneControllerRegistersAsActionListener-(2.0/2.0) SceneControllerRegistersAsPropertyChangeListener-(0.0/2.0) SceneControllerSayButtonProperty-(2.0/2.0) SceneControllerSingletonFromFactory-(2.0/2.0) ,,
20,Sat Jun 19 23:45:50 EDT 2021,49,0,AssertingBridgeSceneDynamics,AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory CheckedImpossibleAngle SceneControllerApproachButtonProperty SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine ,AssertingBridgeSceneDynamics ,SceneControllerButtonDynamics SceneControllerISAPropertyChangeListener SceneControllerRegistersAsPropertyChangeListener ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation WaitingAvatars ,16,1,false,,,,AssertingBridgeSceneDynamics-(29.4/50.0) ,,
21,Sat Jun 19 23:45:56 EDT 2021,49,0,Exceptions,AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory CheckedImpossibleAngle SceneControllerApproachButtonProperty SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine ,AssertingBridgeSceneDynamics ,SceneControllerButtonDynamics SceneControllerISAPropertyChangeListener SceneControllerRegistersAsPropertyChangeListener ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation WaitingAvatars ,16,2,true,ArthurIsNotAContortionist CheckedImpossibleAngle TaggedImpossibleAngle TaggedLegs TaggedRestrictedLine ,,ArthurIsNotAContortionist ,ArthurIsNotAContortionist-(10.0/10.0) CheckedImpossibleAngle-(5.0/5.0) TaggedImpossibleAngle-(0.0/0.0) TaggedLegs-(0.0/0.0) TaggedRestrictedLine-(0.0/0.0) ,,
22,Sat Jun 19 23:46:04 EDT 2021,49,0,AsyncAnimation,AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory CheckedImpossibleAngle SceneControllerApproachButtonProperty SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine ,AssertingBridgeSceneDynamics ,SceneControllerButtonDynamics SceneControllerISAPropertyChangeListener SceneControllerRegistersAsPropertyChangeListener ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation WaitingAvatars ,16,3,true,AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation ,,,AsyncArthurAnimation-(12.5/12.5) AsyncGalahadAnimation-(12.5/12.5) AsyncLancelotAnimation-(12.5/12.5) AsyncRobinAnimation-(12.5/12.5) ,,
23,Sat Jun 19 23:46:11 EDT 2021,49,0,AbstractClasses,AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory CheckedImpossibleAngle SceneControllerApproachButtonProperty SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine ,AssertingBridgeSceneDynamics ,SceneControllerButtonDynamics SceneControllerISAPropertyChangeListener SceneControllerRegistersAsPropertyChangeListener ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation WaitingAvatars ,16,4,true,AbstractBoundedShape AbstractLocatable TaggedBoundedShape TaggedLocatable ,,,AbstractBoundedShape-(3.0/3.0) AbstractLocatable-(3.0/3.0) TaggedBoundedShape-(0.0/0.0) TaggedLocatable-(0.0/0.0) ,,
24,Sat Jun 19 23:53:50 EDT 2021,49,0,SceneControllerButtonDynamics,AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory CheckedImpossibleAngle SceneControllerApproachButtonProperty SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine ,AssertingBridgeSceneDynamics ,SceneControllerButtonDynamics SceneControllerISAPropertyChangeListener SceneControllerRegistersAsPropertyChangeListener ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation WaitingAvatars ,17,0,false,,BridgeSceneSingletonFromFactory SceneControllerSingletonFromFactory ,,SceneControllerButtonDynamics-(0.0/24.0) ,,
